Date,AMZN
8/28/2017,946.02002
8/29/2017,954.059998
8/30/2017,967.590027
8/31/2017,980.599976
9/1/2017,978.25
9/5/2017,965.27002
9/6/2017,967.799988
9/7/2017,979.469971
9/8/2017,965.900024
9/11/2017,977.960022
9/12/2017,982.580017
9/13/2017,999.599976
9/14/2017,992.210022
9/15/2017,986.789978
9/18/2017,974.190002
9/19/2017,969.859985
9/20/2017,973.210022
9/21/2017,964.650024
9/22/2017,955.099976
9/25/2017,939.789978
9/26/2017,938.599976
9/27/2017,950.869995
9/28/2017,956.400024
9/29/2017,961.349976
10/2/2017,959.190002
10/3/2017,957.099976
10/4/2017,965.450012
10/5/2017,980.849976
10/6/2017,989.580017
10/9/2017,990.98999
10/10/2017,987.200012
10/11/2017,995
10/12/2017,1000.929993
10/13/2017,1002.940002
10/16/2017,1006.340027
10/17/2017,1009.130005
10/18/2017,997
10/19/2017,986.609985
10/20/2017,982.909973
10/23/2017,966.299988
10/24/2017,975.900024
10/25/2017,972.909973
10/26/2017,972.429993
10/27/2017,1100.949951
10/30/2017,1110.849976
10/31/2017,1105.280029
11/1/2017,1103.680054
11/2/2017,1094.219971
11/3/2017,1111.599976
11/6/2017,1120.660034
11/7/2017,1123.170044
11/8/2017,1132.880005
11/9/2017,1129.130005
11/10/2017,1125.349976
11/13/2017,1129.170044
11/14/2017,1136.839966
11/15/2017,1126.689941
11/16/2017,1137.290039
11/17/2017,1129.880005
11/20/2017,1126.310059
11/21/2017,1139.48999
11/22/2017,1156.160034
11/24/2017,1186
11/27/2017,1195.829956
11/28/2017,1193.599976
11/29/2017,1161.27002
11/30/2017,1176.75
12/1/2017,1162.349976
12/4/2017,1133.949951
12/5/2017,1141.569946
12/6/2017,1152.349976
12/7/2017,1159.790039
12/8/2017,1162
12/11/2017,1168.920044
12/12/2017,1165.079956
12/13/2017,1164.130005
12/14/2017,1174.26001
12/15/2017,1179.140015
12/18/2017,1190.579956
12/19/2017,1187.380005
12/20/2017,1177.619995
12/21/2017,1174.76001
12/22/2017,1168.359985
12/26/2017,1176.76001
12/27/2017,1182.26001
12/28/2017,1186.099976
