Date,AAPL,AMZN,GOOG,MSFT
2017-05-30,150.788956,996.7000119999999,975.8800050000001,68.796974
2017-05-31,149.89601100000002,994.6199949999999,964.8599849999999,68.240021
2017-06-01,150.30813600000002,995.9500119999999,966.9500119999999,68.494064
2017-06-02,152.535599,1006.7299800000001,975.599976,70.116043
2017-06-05,151.04406699999998,1011.340027,983.679993,70.624123
2017-06-06,151.554321,1003.0,976.570007,70.85862
2017-06-07,152.457092,1010.070007,980.9400019999999,70.731613
2017-06-08,152.08421299999998,1010.2700199999999,983.409973,70.301682
2017-06-09,146.186874,978.3099980000001,949.830017,68.709023
2017-06-12,142.693649,964.909973,942.900024,68.18139599999999
2017-06-13,143.84169,980.7899779999999,953.400024,69.031464
2017-06-14,142.43850700000002,976.4699710000001,950.76001,68.660172
2017-06-15,141.584808,964.169983,942.3099980000001,68.298653
2017-06-16,139.602707,987.7100220000001,939.7800289999999,68.396362
2017-06-19,143.596375,995.169983,957.3699949999999,69.246429
2017-06-20,142.29132099999998,992.590027,950.6300050000001,68.308418
2017-06-21,143.135193,1002.2299800000001,959.4500119999999,68.660172
2017-06-22,142.899704,1001.2999880000001,957.090027,68.650406
2017-06-23,143.537506,1003.73999,965.590027,69.578636
2017-06-26,143.086136,993.9799800000001,952.2700199999999,68.91422299999999
2017-06-27,141.035309,976.7800289999999,927.330017,67.62445799999999
2017-06-28,143.095947,990.330017,940.48999,68.200951
2017-06-29,140.986252,975.929993,917.7899779999999,66.920952
2017-06-30,141.319901,968.0,908.7299800000001,67.350868
2017-07-03,140.809631,953.659973,898.7000119999999,66.608284
2017-07-05,141.388565,971.400024,911.7100220000001,67.497437
2017-07-06,140.05406200000002,965.1400150000001,906.6900019999999,66.999115
2017-07-07,141.47688300000002,978.76001,918.590027,67.868729
2017-07-10,142.34037800000002,996.4699710000001,928.7999880000001,68.376823
2017-07-11,142.801575,994.1300050000001,930.090027,68.386589
2017-07-12,143.007645,1006.51001,943.830017,69.52002
2017-07-13,144.999573,1000.6300050000001,947.159973,70.125801
2017-07-14,146.245743,1001.8099980000001,955.98999,71.11267099999999
2017-07-17,146.756012,1010.0399779999999,953.419983,71.669609
2017-07-18,147.266281,1024.449951,965.400024,71.620766
2017-07-19,148.18864399999998,1026.869995,970.8900150000001,72.16793100000001
2017-07-20,147.521393,1028.699951,968.150024,72.519676
2017-07-21,147.452713,1025.670044,972.919983,72.099533
2017-07-24,149.238586,1038.949951,980.340027,71.913887
2017-07-25,149.876404,1039.869995,950.7000119999999,72.490372
2017-07-26,150.58291599999998,1052.800049,947.7999880000001,72.353577
2017-07-27,147.73727399999999,1046.0,934.090027,71.483971
2017-07-28,146.69714399999998,1020.0399779999999,941.5300289999999,71.366714
2017-07-31,145.941574,987.7800289999999,930.5,71.0345
2017-08-01,147.23684699999998,996.1900019999999,930.830017,70.91726700000001
2017-08-02,154.19390900000002,995.8900150000001,930.3900150000001,70.604591
2017-08-03,152.65332,986.919983,923.650024,70.497116
2017-08-04,153.457947,987.580017,927.9600220000001,71.014961
2017-08-07,155.832596,992.2700199999999,929.3599849999999,70.741386
2017-08-08,157.078781,989.840027,926.7899779999999,71.122452
2017-08-09,158.040405,982.01001,922.900024,70.809776
2017-08-10,153.006531,956.919983,907.23999,69.774063
2017-08-11,155.13433799999999,967.98999,914.3900150000001,70.839088
2017-08-14,157.46907,983.2999880000001,922.669983,71.904114
2017-08-15,159.192978,982.73999,922.2199710000001,71.92375899999999
2017-08-16,158.552673,978.179993,926.9600220000001,72.346153
2017-08-17,155.508698,960.570007,910.9799800000001,71.118286
2017-08-18,155.154068,958.4699710000001,910.669983,71.206688
2017-08-21,154.868378,953.2899779999999,906.659973,70.87269599999999
2017-08-22,157.400101,966.900024,924.6900019999999,71.864822
2017-08-23,157.597107,958.0,927.0,71.43261
2017-08-24,156.89768999999998,952.4500119999999,921.2800289999999,71.403145
2017-08-25,157.478897,945.26001,915.8900150000001,71.53083000000001
2017-08-28,159.06491100000002,946.0200199999999,913.8099980000001,71.540665
2017-08-29,160.48349,954.0599980000001,921.2899779999999,71.756775
2017-08-30,160.916916,967.590027,929.570007,72.699776
2017-08-31,161.55723600000002,980.599976,939.330017,73.446312
2017-09-01,161.606491,978.25,937.340027,72.63101999999999
2017-09-05,159.665848,965.2700199999999,928.4500119999999,72.30684699999999
2017-09-06,159.498367,967.7999880000001,927.8099980000001,72.100578
2017-09-07,158.858032,979.4699710000001,935.9500119999999,73.023933
2017-09-08,156.267227,965.900024,926.5,72.670311
2017-09-11,159.09446699999998,977.9600220000001,929.080017,73.436501
2017-09-12,158.46402,982.580017,932.070007,73.35791800000001
2017-09-13,157.272018,999.599976,935.090027,73.878525
2017-09-14,155.92244,992.2100220000001,925.1099849999999,73.446312
2017-09-15,157.498611,986.7899779999999,920.2899779999999,73.976761
2017-09-18,156.306625,974.1900019999999,915.0,73.829422
2017-09-19,156.365723,969.8599849999999,921.8099980000001,74.104462
2017-09-20,153.745377,973.2100220000001,931.580017,73.613312
2017-09-21,151.10527,964.650024,932.4500119999999,72.896225
2017-09-22,149.627625,955.099976,928.5300289999999,73.092697
2017-09-25,148.307571,939.7899779999999,920.9699710000001,71.96305100000001
2017-09-26,150.85900900000001,938.599976,924.8599849999999,71.96305100000001
2017-09-27,151.93277,950.8699949999999,944.48999,72.54261
2017-09-28,150.996918,956.400024,949.5,72.562256
2017-09-29,151.824387,961.349976,959.1099849999999,73.171272
2017-10-02,151.519028,959.1900019999999,953.2700199999999,73.28915400000001
2017-10-03,152.179031,957.099976,957.7899779999999,72.945351
2017-10-04,151.193924,965.4500119999999,951.679993,73.367737
2017-10-05,153.07547,980.849976,969.9600220000001,74.625076
2017-10-06,152.986816,989.580017,978.8900150000001,74.654549
2017-10-09,153.518768,990.98999,977.0,74.939415
2017-10-10,153.577866,987.2000119999999,972.599976,74.939415
2017-10-11,154.21821599999998,995.0,989.25,75.06710799999999
2017-10-12,153.676392,1000.929993,987.830017,75.754723
2017-10-13,154.65164199999998,1002.9400019999999,989.679993,76.118172
2017-10-16,157.498611,1006.340027,992.0,76.27533000000001
2017-10-17,158.079819,1009.1300050000001,992.179993,76.21639300000001
2017-10-18,157.38038600000002,997.0,992.8099980000001,76.236046
2017-10-19,153.656693,986.6099849999999,984.4500119999999,76.530739
2017-10-20,153.922668,982.909973,988.2000119999999,77.414795
2017-10-23,153.843857,966.2999880000001,968.4500119999999,77.434448
2017-10-24,154.76001000000002,975.900024,970.5399779999999,77.463921
2017-10-25,154.080307,972.909973,973.330017,77.237976
2017-10-26,155.06539899999999,972.429993,972.5599980000001,77.365685
2017-10-27,160.621384,1100.949951,1019.2700199999999,82.326286
2017-10-30,164.236725,1110.849976,1017.1099849999999,82.404861
2017-10-31,166.522171,1105.280029,1016.6400150000001,81.707436
2017-11-01,164.40419,1103.680054,1025.5,81.707436
2017-11-02,165.606018,1094.219971,1025.579956,82.562035
2017-11-03,169.930634,1111.599976,1032.47998,82.650444
2017-11-06,171.654556,1120.660034,1025.900024,82.974594
2017-11-07,172.206223,1123.170044,1033.329956,82.778137
2017-11-08,173.61492900000002,1132.880005,1039.849976,83.062996
2017-11-09,173.2603,1129.130005,1031.26001,82.601318
2017-11-10,172.686859,1125.349976,1028.069946,82.385223
2017-11-13,171.99481200000002,1129.170044,1025.75,82.444153
2017-11-14,169.394669,1136.839966,1026.0,82.562035
2017-11-15,167.160339,1126.689941,1020.909973,81.920334
2017-11-16,169.15741,1137.290039,1032.5,82.137527
2017-11-17,168.218185,1129.880005,1019.090027,81.34774
2017-11-20,168.05011000000002,1126.310059,1018.3800050000001,81.47608199999999
2017-11-21,171.17425500000002,1139.48999,1034.48999,82.650887
2017-11-22,172.973587,1156.160034,1035.959961,82.048676
2017-11-24,172.983475,1186.0,1040.609985,82.19676199999999
2017-11-27,172.113464,1195.829956,1054.209961,82.798973
2017-11-28,171.105042,1193.599976,1047.410034,83.796066
2017-11-29,167.555801,1161.27002,1021.659973,82.275734
2017-11-30,169.89889499999998,1176.75,1021.409973,83.095139
2017-12-01,169.107971,1162.349976,1010.169983,83.18399000000001
2017-12-04,167.872177,1133.949951,998.679993,80.04459399999999
2017-12-05,167.713974,1141.569946,1005.150024,80.548073
2017-12-06,167.091141,1152.349976,1018.3800050000001,81.72288499999999
2017-12-07,167.397629,1159.790039,1030.930054,81.436584
2017-12-08,167.44703700000002,1162.0,1037.050049,83.085274
2017-12-11,170.709595,1168.920044,1041.099976,84.141602
2017-12-12,169.750595,1165.079956,1040.47998,84.48712900000001
2017-12-13,170.31411699999998,1164.130005,1040.609985,84.260071
2017-12-14,170.264694,1174.26001,1049.150024,83.60850500000001
2017-12-15,171.99481200000002,1179.140015,1064.189941,85.740913
2017-12-18,174.417007,1190.579956,1077.140015,85.276909
2017-12-19,172.55835,1187.380005,1070.680054,84.73394
2017-12-20,172.370514,1177.619995,1064.949951,84.427887
2017-12-21,173.023026,1174.76001,1063.630005,84.40815
2017-12-22,173.023026,1168.359985,1060.119995,84.418022
2017-12-26,168.633423,1176.76001,1056.73999,84.309425
2017-12-27,168.663101,1182.26001,1049.369995,84.615471
2017-12-28,169.13765,1186.099976,1048.140015,84.625343
