2/1/2013,64.86
3/1/2013,64.94
4/1/2013,63.93
7/1/2013,64.75
8/1/2013,64.51
9/1/2013,64.44
10/1/2013,64.82
11/1/2013,65.37
14/1/2013,65.99
15/1/2013,65.37
16/1/2013,65.6
17/1/2013,66.23
18/1/2013,66.5
